AccidentSeverity,Country,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Serious,England,Darkness - no lighting,Raining no high winds,May,Sunday,3
Serious,England,Darkness - no lighting,Raining no high winds,March,Sunday,1
Serious,England,Darkness - no lighting,Raining no high winds,November,Sunday,5
Serious,England,Darkness - no lighting,Raining no high winds,September,Sunday,4
Serious,England,Darkness - no lighting,Raining no high winds,January,Sunday,3
Slight,Scotland,Darkness - no lighting,Raining no high winds,December,Sunday,1
Slight,Scotland,Darkness - no lighting,Raining no high winds,October,Sunday,1
Slight,Scotland,Darkness - no lighting,Raining no high winds,May,Sunday,1
Slight,England,Darkness - lights unlit,Raining no high winds,October,Sunday,4
Slight,England,Darkness - lights unlit,Raining no high winds,June,Sunday,1
Slight,England,Darkness - lights unlit,Raining no high winds,January,Sunday,1
Slight,England,Darkness - lights unlit,Raining no high winds,February,Sunday,2
Slight,England,Darkness - lights unlit,Raining no high winds,December,Sunday,1
Slight,England,Darkness - lights unlit,Raining no high winds,September,Sunday,1
Slight,England,Darkness - lights unlit,Raining no high winds,May,Sunday,1
Slight,England,Darkness - lights unlit,Raining no high winds,November,Sunday,1
Serious,England,Darkness - lights unlit,Raining no high winds,July,Sunday,1
Serious,England,Darkness - lights unlit,Raining no high winds,January,Sunday,1
Serious,England,Darkness - lights unlit,Raining no high winds,August,Sunday,1
Serious,England,Daylight,Raining no high winds,December,Sunday,12
Serious,England,Daylight,Raining no high winds,July,Sunday,7
Serious,England,Daylight,Raining no high winds,October,Sunday,14
Serious,England,Daylight,Raining no high winds,November,Sunday,16
Serious,England,Daylight,Raining no high winds,January,Sunday,2
